cardIndex, vocabulary, vocaInterpret, sentence, sentenceInterpret
951, landmark, 주요 지형지물, That tall building is a landmark in this city., 저 높은 건물이 이 도시의 랜드마크이다.
952, require, 필요로 하다, They require your help., 그들은 네 도움을 필요로 한다.
953, creative, 창조[창의]적인, Your idea is very creative., 네 생각은 매우 창의적이다.
954, local, 지방의/ 지역의, I work at the local hospital., 나는 지역 병원에서 일한다.
955, injury, 부상, I'm in hospital with a head injury., 나는 머리 부상으로 입원 중이다.
956, former, 이전의/ 전임의, He is the former president., 그는 전직 대통령이다.
957, solution, 해법/ 해결책, We should find a solution to the problem., 우리는 그 문제에 대한 해결책을 찾아야 한다.
958, object, 물건/ 물체, I saw a strange object in the sky., 하늘에서 이상한 물체를 보았다.
959, gradually, 서서히, The patient is gradually getting better., 그 환자는 서서히 회복되고 있다.
960, effort, 노력/ 수고, The work took a lot of effort., 그 일은 많은 노력이 들었다.
961, disappoint, 실망시키다, He didn't want to disappoint his parents., 그는 부모님을 실망시키고 싶지 않았다.
962, satellite, 위성, The moon is a satellite of the earth., 달은 지구의 위성이다.
963, graduate, 졸업생/ 졸업하다, We are graduates of the same school., 우리는 같은 학교 졸업생이다.
964, publish, 발행하다, The company publishes several magazines., 그 회사는 여러 잡지를 발행한다.
965, exist, 존재하다, They believe that aliens exist., 그들은 외계인이 존재한다고 믿는다.
966, option, 선택(할 수 있는 것), You have the option of going there or not., 그곳에 가느냐 안 가느냐는 네 선택이다.
967, optimist, 낙관론자, She is an optimist in all things., 그녀는 모든 일에 낙관적이다.
968, encourage, 격려하다, He always encourages others., 그는 항상 다른 사람들을 격려한다.
969, individual, 개인의, We should respect individual freedom., 우리는 개인의 자유를 존중해야 한다.
970, material, 재료; 소재, Cement is used as a building material., 시멘트는 건축 재료로 사용된다.
971, distance, 거리/ 간격, What is the distance from here to Seoul?, 여기서 서울까지 거리가 얼마나 됩니까?
972, necessary, 필요한/ 필수의, Water is necessary for life., 물은 생존에 필수적이다.
973, concrete, 구체적인, We made a concrete plan., 우리는 구체적인 계획을 세웠다.
974, suppose, 추측하다/ 생각하다, Do you suppose it will rain tonight?, 오늘 밤 비가 올 것이라고 생각하니?
975, improve, 향상시키다, You need to improve your English., 너는 영어 실력을 향상시킬 필요가 있다.
976, successful, 성공적인, The first plan wasn't successful., 1차 계획은 성공적이지 못했다.
977, evidence, 증거/ 근거, There is no evidence that I broke the window., 내가 유리창을 깼다는 증거는 없다.
978, explore, 탐험하다, We explored the cave for a month., 우리는 그 동굴을 한 달간 탐험했다.
979, mention, 언급하다, He mentioned the problem in his report., 그는 보고서에서 그 문제를 언급했다.
980, electric, 전기의, Can you play the electric guitar?, 전기 기타를 칠 수 있니?
981, credit, 외상[신용] 거래, I bought it on credit., 나는 그것을 외상 거래로 샀다.
982, pollution, 오염/ 공해, The air pollution is getting worse., 공기 오염이 심해지고 있다.
983, realize, 깨닫다, I realized the value of health., 나는 건강의 소중함을 깨달았다.
984, vivid, 생생한/ 선명한, Her image is still vivid in my mind., 그녀의 모습이 아직 내 마음 속에 생생하다.
985, research, 연구; 조사, They did research on cancer., 그들은 암에 관한 연구를 했다.
986, organization, 단체/ 기구, This organization helps poor students., 이 단체는 가난한 학생들을 돕는다.
987, expect, 기대[예상]하다, I expected to get a high score., 나는 높은 점수를 받기를 기대했다.
988, harvest, 수확(기)/ 추수, Autumn is the harvest time., 가을은 수확의 시기이다.
989, concern, 우려/ 걱정, He had a concern for our safety., 그는 우리의 안전을 걱정했다.
990, achieve, 성취하다, Did you achieve your goal?, 당신은 목표를 성취했나요?
991, cheat, 부정행위를 하다, Don't cheat on the exam., 시험 중에 부정행위를 하지 마라.
992, harm, 해/ 손해, I won't do any harm to you., 너에게 어떤 해도 끼치지 않을게.
993, explain, 설명하다, Can you explain the rules of the game?, 그 경기의 규칙을 설명해 주시겠어요?
994, justice, 정의, He has a strong sense of justice., 그는 정의감이 강하다.
995, decorate, 장식하다, She decorated the cake with fruit., 그녀는 그 케이크를 과일로 장식했다.
996, electricity, 전기, This car runs on electricity., 이 자동차는 전기로 간다.
997, embarrass, 당황스럽게 만들다, He embarrassed me in front of my friends., 그는 내 친구들 앞에서 나를 당황스럽게 만들었다.
998, wisdom, 현명함/ 지혜, We can gain wisdom from books., 우리는 책으로부터 지혜를 얻을 수 있다.
999, education, 교육, Her son got a good education., 그녀의 아들은 좋은 교육을 받았다.
1000, behave, 행동하다, He always behaves like a gentleman., 그는 항상 신사답게 행동한다.
1001, communicate, 의사소통하다, We communicate well with each other., 우리는 서로 의사소통이 잘 된다.
1002, familiar, 익숙한/ 낯익은, His name is familiar to me., 그의 이름은 나에게 익숙하다.
1003, supply, 공급(량), There is a short supply of oil., 원유 공급이 부족하다.
1004, observe, 관찰[관측]하다, He likes to observe the stars., 그는 별을 관측하는 것을 좋아한다.
1005, following, (시간상으로) 다음의, I will leave for Canada the following week., 나는 다음 주에 캐나다로 떠날 것이다.
1006, environmental, 환경과 관련된, They talked about environmental issues., 그들은 환경 문제에 관해 이야기했다.
1007, talented, 재능 있는, She is a very talented actress., 그녀는 아주 재능 있는 여배우이다.
1008, waterproof, 방수의, Is this jacket waterproof?, 이 재킷은 방수가 됩니까?
1009, customer, 손님/ 고객, The customer was paying the bill., 그 손님은 계산을 하고 있었다.
1010, launch, 시작하다/ 출시하다, The enemy launched an attack., 적군은 공격을 시작했다.
1011, except, ~을 제외하고, We work every day except Sunday., 우리는 일요일 이외에는 매일 일한다.
1012, suffer, 시달리다; 고통 받다, She suffered from stroke., 그녀는 뇌졸중에 시달렸다.
1013, empire, 제국, He ruled over a large empire., 그는 대제국을 다스렸다.
1014, hatch, (알 등이) 부화하다, Three chicks hatched out., 병아리 세 마리가 부화했다.
1015, public, 대중의/ 공공의, Public opinion is changing fast., 대중의 의견이 빠르게 변하고 있다.
1016, underground, 지하의, I found an underground tunnel., 나는 지하 터널을 발견했다.
1017, disappear, 사라지다, She disappeared into the dark., 그녀는 어둠 속으로 사라졌다.
1018, survive, 생존하다, He survived the accident., 그는 그 사고에서 살아남았다.
1019, construction, 공사/ 건설, The construction of the bridge will begin this year., 그 다리의 건설은 올해 시작될 예정이다.
1020, separate, 분리된, We sleep in separate beds., 우리는 분리된 침대에서 잔다.
1021, international, 국제적인, I'd like to make an international call., 국제 전화를 걸고 싶습니다.
1022, ancient, 고대의, I like the ancient history class., 나는 고대사 수업을 좋아한다.
1023, exchange, 교환, We had an exchange of ideas., 우리는 의견을 교환했다.
1024, apologize, 사과하다, I apologize for my late reply., 늦은 답장에 대해 사과드립니다.
1025, faucet, 수도꼭지, She turned on the faucet., 그녀는 수도꼭지를 틀었다.
1026, wealth, 부/ 재산, He gained both wealth and fame., 그는 부와 명예 모두를 얻었다.
1027, community, 공동체; 지역사회, He is famous in the local community., 그는 그 지역사회에서 유명하다.
1028, relate, 관련[관계]시키다, It is difficult to relate the two problems., 그 두 문제를 관련짓기는 어렵다.
1029, devote, (시간·노력 등을) 바치다, She devoted her life to the study of birds., 그녀는 새 연구에 일생을 바쳤다.
1030, transfer, 이동[이전]하다, He transferred to another school., 그는 다른 학교로 옮겼다[전학했다].
1031, sneeze, 재채기하다, I coughed and sneezed all night., 나는 밤새 기침과 재채기를 했다.
1032, twisted, 꼬인/ 뒤틀린, The telephone cord is twisted., 전화선이 꼬여 있다.
1033, inform, 알리다, The police informed me of his death., 경찰이 나에게 그의 죽음을 알려주었다.
1034, notice, 주의/ 주목, Take no notice of what they say., 그들의 말에 신경 쓰지 마.
1035, apply, 지원하다/ 신청하다, She applied for the job., 그녀는 그 일자리에 지원했다.
1036, provide, 제공하다/ 공급하다, We provide guests with breakfast., 저희는 손님들에게 아침 식사를 제공합니다.
1037, ashamed, 부끄러워하는, He is not ashamed of being poor., 그는 가난한 것을 부끄러워하지 않는다.
1038, probably, 아마도, I'll probably be late for dinner tonight., 아마 오늘 저녁 식사에 늦을 거예요.
1039, behavior, 행동/ 태도, I got angry with his rude behavior., 나는 그의 무례한 행동에 화가 났다.
1040, unfortunately, 불행하게도, Unfortunately/ she failed the exam., 유감스럽게도/ 그녀는 그 시험에 떨어졌다.
1041, amusement, 즐거움/ 재미, She learns to play the guitar for amusement., 그녀는 재미 삼아 기타 연주를 배운다.
1042, account, (예금) 계좌, He opened a bank account., 그는 은행 계좌를 만들었다.
1043, career, 직업/ 경력, The man chose acting as a career., 그 남자는 연기를 직업으로 선택했다.
1044, celebrate, 축하하다, Let's celebrate our victory!, 우리의 승리를 축하합시다!
1045, argument, 논쟁/ 언쟁, They are having an argument., 그들은 언쟁을 벌이고 있다.
1046, experiment, 실험, We did an experiment in science class., 우리는 과학 시간에 실험을 했다.
1047, magnet, 자석, Iron sticks to magnets., 쇠붙이는 자석에 붙는다.
1048, mission, 임무, They completed their mission successfully., 그들은 임무를 성공적으로 완수했다.
1049, suggest, 제안하다, She suggested some changes., 그녀는 약간의 변화들을 제안했다.
1050, receipt, 영수증, Please sign the receipt., 영수증에 서명해 주세요.
1051, operator, 교환원/ (기계 등의) 조작자, I work as an operator at a phone company., 나는 전화국에서 교환원으로 일한다.
1052, poverty, 빈곤/ 가난, He lived all his life in poverty., 그는 평생을 가난하게 살았다.
1053, method, 방법, Let's try a different method., 다른 방법을 시도해 보자.
1054, migrate, 이동하다/ 이주하다, The birds migrate south in the winter., 그 새들은 겨울에 남쪽으로 이동한다.
1055, description, 서술/ 묘사, He gave a vivid description of the scene., 그는 그 장면을 생생하게 묘사했다.
1056, proverb, 속담/ 격언, A proverb says/ 'Time is money.', 속담에서 말하기를/ ‘시간은 금이다.' 라고 했다.
1057, fashionable, 최신 유행의, The shop sells fashionable clothes., 그 가게는 최신 유행하는 옷을 판다.
1058, mixture, 혼합(물), Air is a mixture of gases., 공기는 기체의 혼합물이다.
1059, available, 이용할 수 있는, This coupon is available for a year., 이 쿠폰은 1년간 이용할 수 있다.
1060, competition, 경쟁/ 대회, Competition for the job is very tough., 그 일자리에 대한 경쟁이 매우 치열하다.
1061, creature, 생물/ 생명체, Many interesting creatures live in the jungle., 정글에는 많은 흥미로운 생물들이 살고 있다.
1062, escalate, 확대[악화]되다, The fighting escalated into war., 그 싸움은 전쟁으로 확대되었다.
1063, develop, 발전[발달]시키다, How can I develop my writing skills?, 어떻게 내 작문 실력을 발달시킬 수 있을까?
1064, delivery, 배달/ 배송, The online store offers free delivery., 그 온라인 상점은 무료 배송을 제공한다.
1065, risk, 위험(성), There is a risk in every chance., 모든 기회에는 위험이 따른다.
1066, suspension, 정직; 정학, He was given a suspension from school., 그는 정학 처분을 받았다.
1067, expert, 전문가, She is a medical expert., 그녀는 의학 전문가이다.
1068, tragedy, 비극, The earthquake was a terrible tragedy., 그 지진은 끔찍한 비극이었다.
1069, disadvantage, 불리한 점[조건], The team is at a disadvantage., 그 팀은 불리한 조건에 있다.
1070, infection, 전염/ 감염, Is there any danger of infection?, 감염의 위험이 있습니까?
1071, relationship, 관계, I have a good relationship with him., 나는 그와 관계가 좋다.
1072, deserted, 사람이 없는/ 황량한, The street is almost deserted., 거리에 인적이 거의 없다.
1073, consider, 숙고하다, I'm considering buying a car., 나는 차를 살지 생각 중이다.
1074, depressed, 우울한, The bad weather makes me depressed., 안 좋은 날씨는 나를 우울하게 한다.
1075, bother, 귀찮게 하다, Don't bother me while I study., 공부하는 동안은 나를 귀찮게 하지 마라.
1076, participate, 참가[참여]하다, Many people participated in the audition., 많은 사람들이 그 오디션에 참가했다.
1077, paralyze, 마비시키다, The poison can paralyze a person's muscles., 그 독은 사람의 근육을 마비시킬 수 있다.
1078, responsible, 책임이 있는, He is responsible for the results., 그는 그 결과에 책임이 있다.
1079, dedication, 전념/ 헌신, She showed great dedication to her work., 그녀는 자신의 일에 굉장한 헌신을 보여주었다.
1080, curious, 궁금한, I'm curious about your opinion., 나는 네 의견이 궁금해.
